Test strain	Target strain	Time (H)	Estimate effect on target	Estimate effect on test	"FDR Adj PValue, effect on target"	"FDR Adj PValue, effect on test"	Ecological interaction type	Consensus ecological interaction type
RBL13	AN37	168	-0.342162718	-0.003388763	3.10212E-13	0.5533626	Amensalism	amensalism
RBL13	AN38	12	-0.105224256	0.001668067	0.115736394	0.856643646	Neutralism	amensalism
RBL13	AN38	24	-0.105782612	0.003670494	0.1060632	0.761439551	Neutralism	amensalism
RBL13	AN38	36	-0.120955625	-0.002107496	0.048293401	0.792399654	Amensalism	amensalism
RBL13	AN38	48	-0.133659308	-0.01098842	0.026272372	0.256274757	Amensalism	amensalism
RBL13	AN38	60	-0.141498668	-0.012800866	0.019544655	0.231336981	Amensalism	amensalism
RBL13	AN38	72	-0.107632357	-0.013006968	0.003451143	0.083312329	Amensalism	amensalism
RBL13	AN38	84	-0.111516481	-0.011056352	0.002228111	0.045038024	Competition	amensalism
RBL13	AN38	96	-0.125905054	-0.007342056	0.003490055	0.113023113	Amensalism	amensalism
RBL13	AN38	108	-0.141323842	-0.005686311	0.005601045	0.235449515	Amensalism	amensalism
RBL13	AN38	120	-0.151662382	-0.004244851	0.006742561	0.538524657	Amensalism	amensalism
RBL13	AN38	132	-0.157838468	-0.005977891	0.007950037	0.455778754	Amensalism	amensalism
RBL13	AN38	144	-0.158693037	-0.006623003	0.008960493	0.446579091	Amensalism	amensalism
RBL13	AN38	156	-0.157510439	-0.012044473	0.009566861	0.1893609	Amensalism	amensalism
RBL13	AN38	168	-0.154617205	-0.007606688	0.009867267	0.421941238	Amensalism	amensalism
RBL13	AN40	12	-0.191846706	0.000893539	4.77853E-10	0.882421772	Amensalism	amensalism
RBL13	AN40	24	-0.198036245	0.000588756	1.93404E-10	0.920741771	Amensalism	amensalism
RBL13	AN40	36	-0.214837957	0.001663702	2.09895E-09	0.503693949	Amensalism	amensalism
RBL13	AN40	48	-0.239082202	-0.002887429	9.97435E-08	0.457148639	Amensalism	amensalism
RBL13	AN40	60	-0.267864995	-0.006621724	1.01583E-06	0.081074663	Amensalism	amensalism
RBL13	AN40	72	-0.227275584	-0.013814726	0.002048671	0.0137975	Competition	amensalism
RBL13	AN40	84	-0.229085608	-0.015857482	0.002893432	0.001391868	Competition	amensalism
RBL13	AN40	96	-0.246945382	-0.014027266	0.000622898	0.003271937	Competition	amensalism
RBL13	AN40	108	-0.272905817	-0.012747069	1.83545E-05	0.007790404	Competition	amensalism
RBL13	AN40	120	-0.281262231	-0.008403384	4.11102E-06	0.062770203	Amensalism	amensalism
RBL13	AN40	132	-0.290884082	-0.00669941	1.20008E-06	0.034942196	Competition	amensalism
RBL13	AN40	144	-0.289440748	-0.004077616	7.84221E-07	0.218334764	Amensalism	amensalism
RBL13	AN40	156	-0.287946802	-0.003830422	6.77699E-07	0.191799646	Amensalism	amensalism
RBL13	AN40	168	-0.285870446	-0.002137296	8.51503E-07	0.45397661	Amensalism	amensalism
RBL13	AN41	12	-0.168065742	0.015466822	3.46992E-06	0.003993613	Exploitation	amensalism
RBL13	AN41	24	-0.167398002	0.018075251	8.87308E-06	0.002936144	Exploitation	amensalism
RBL13	AN41	36	-0.185469575	0.014842327	1.79425E-05	0.000751022	Exploitation	amensalism
RBL13	AN41	48	-0.211102642	0.007631216	4.47868E-05	0.056586885	Amensalism	amensalism
RBL13	AN41	60	-0.241257783	0.002297956	9.11106E-05	0.505905747	Amensalism	amensalism
RBL13	AN41	72	-0.219036449	-0.007078067	0.00412017	0.092681293	Amensalism	amensalism
RBL13	AN41	84	-0.220003811	-0.009549309	0.005979526	0.022424503	Competition	amensalism
RBL13	AN41	96	-0.235167908	-0.00447246	0.001948777	0.122868073	Amensalism	amensalism
RBL13	AN41	108	-0.252258998	-0.003824934	0.000286373	0.258054372	Amensalism	amensalism
